id_student,id_courses,grade
163,16,4.01
163,17,10.95
163,18,8.66
163,19,11.58
163,20,9.38
163,21,18.49
163,22,14.89
163,23,12.63
163,24,15.15
163,25,9.57
163,26,15.3
163,27,8.55
163,28,10.81
163,29,13.57
163,30,9.96
163,31,14.12
163,32,14.1
163,33,8.9
163,34,12.27
163,35,9.51
163,36,14.62
163,37,16.43
163,38,8.44
163,39,11.61
163,40,9.92
164,1,13.09
164,2,11.88
164,3,10.02
164,4,13.72
164,5,13.59
164,6,14.64
164,7,12.71
164,8,12.99
164,9,9.58
164,10,12.33
164,11,9.51
164,12,11.96
164,13,14.9
164,14,13.86
164,15,10.72
164,16,9.05
164,17,16.2
164,18,18.99
164,19,10.28
164,20,15.98
164,21,10.19
164,22,10.53
164,23,10.7
164,24,9.25
164,25,10.56
164,26,13.43
164,27,13.7
164,28,8.94
164,29,10.8
164,30,13.91
164,31,18.19
164,32,9.0
164,33,9.6
164,34,13.55
164,35,13.0
164,36,12.87
164,37,16.3
164,38,13.78
164,39,12.92
164,40,12.03
165,1,13.27
165,2,11.88
165,3,11.1
165,4,7.68
165,5,10.77
165,6,14.9
165,7,10.22
165,8,15.73
165,9,8.33
165,10,12.43
165,11,16.48
165,12,10.66
165,13,12.8
165,14,10.03
165,15,15.46
165,16,8.8
165,17,8.73
165,18,10.96
165,19,7.64
165,20,12.66
165,21,13.67
165,22,11.69
165,23,8.59
165,24,11.37
165,25,12.25
165,26,11.09
165,27,11.28
165,28,9.78
165,29,10.28
165,30,13.24
165,31,14.82
165,32,7.59
165,33,17.39
165,34,5.22
165,35,13.14
165,36,15.72
165,37,18.09
165,38,7.34
165,39,11.32
165,40,10.45
166,1,11.99
166,2,13.65
166,3,14.28
166,4,9.48
166,5,13.14
166,6,18.07
166,7,12.83
166,8,13.51
166,9,10.53
166,10,15.25
166,11,11.48
166,12,13.94
166,13,10.35
166,14,15.68
166,15,12.87
166,16,8.06
166,17,13.15
166,18,15.61
166,19,5.29
166,20,12.33
166,21,13.19
166,22,5.18
166,23,11.12
166,24,11.15
166,25,13.54
166,26,13.9
166,27,12.35
166,28,13.83
166,29,13.19
166,30,11.48
166,31,7.58
166,32,8.89
166,33,14.41
166,34,12.87
166,35,8.71
166,36,8.35
166,37,11.5
166,38,12.74
166,39,12.78
166,40,8.26
167,1,9.33
167,2,12.54
167,3,11.22
167,4,11.62
167,5,9.07
167,6,12.21
167,7,12.05
167,8,11.33
167,9,14.26
167,10,8.7
167,11,8.32
167,12,14.11
167,13,9.31
167,14,7.53
167,15,18.12
167,16,15.33
167,17,9.19
167,18,10.66
167,19,10.26
167,20,15.83
167,21,15.35
167,22,10.39
167,23,12.18
167,24,10.0
167,25,15.2
167,26,12.07
167,27,9.32
167,28,11.95
167,29,10.68
167,30,16.33
167,31,13.71
167,32,10.89
167,33,13.57
167,34,12.92
167,35,10.31
167,36,9.22
167,37,12.74
167,38,13.81
167,39,16.58
167,40,8.42
168,1,12.47
168,2,17.93
168,3,11.45
168,4,14.81
168,5,12.63
168,6,15.82
168,7,16.94
168,8,13.17
168,9,11.84
168,10,8.36
168,11,9.92
168,12,16.03
168,13,7.97
168,14,10.75
168,15,13.23
168,16,9.64
168,17,13.86
168,18,13.57
168,19,13.91
168,20,10.73
168,21,14.21
168,22,14.47
168,23,7.26
168,24,9.89
168,25,12.93
168,26,9.43
168,27,10.28
168,28,14.05
168,29,10.49
168,30,10.01
168,31,14.08
168,32,15.76
168,33,13.7
168,34,11.63
168,35,13.75
168,36,4.73
168,37,10.64
168,38,6.53
168,39,8.89
168,40,17.61
169,1,10.59
169,2,14.3
169,3,14.91
169,4,17.26
169,5,13.49
169,6,13.05
169,7,18.01
169,8,9.74
169,9,14.4
169,10,7.8
169,11,11.21
169,12,11.46
169,13,14.93
169,14,11.76
169,15,14.03
169,16,15.2
169,17,10.07
169,18,10.03
169,19,13.01
169,20,11.72
169,21,14.06
169,22,11.73
169,23,13.15
169,24,16.66
169,25,16.62
169,26,7.67
169,27,16.8
169,28,2.9
169,29,1.62
169,30,8.17
169,31,17.73
169,32,16.48
169,33,9.45
169,34,7.85
169,35,11.38
169,36,9.65
169,37,15.39
169,38,20.0
169,39,10.07
169,40,12.77
170,1,11.34
170,2,14.19
170,3,14.2
170,4,11.25
170,5,14.25
170,6,14.47
170,7,10.42
170,8,8.27
170,9,19.35
170,10,13.2
170,11,13.84
170,12,5.94
170,13,18.34
170,14,11.22
170,15,13.64
170,16,11.88
170,17,9.91
170,18,11.09
170,19,14.29
170,20,10.47
170,21,9.41
170,22,18.89
170,23,15.51
170,24,8.07
170,25,14.84
170,26,12.62
170,27,17.74
170,28,9.4
170,29,12.18
170,30,13.93
170,31,19.51
170,32,12.77
170,33,12.99
170,34,16.11
170,35,15.03
170,36,11.27
170,37,14.59
170,38,11.81
170,39,7.01
170,40,11.38
171,1,17.26
171,2,15.08
171,3,9.99
171,4,15.53
171,5,10.74
171,6,11.16
171,7,10.89
171,8,9.62
171,9,14.85
171,10,14.69
171,11,12.92
171,12,7.42
171,13,13.57
171,14,14.23
171,15,14.55
171,16,8.17
171,17,11.71
171,18,13.15
171,19,14.51
171,20,6.65
171,21,9.06
171,22,11.35
171,23,13.01
171,24,15.12
171,25,12.93
171,26,14.11
171,27,10.39
171,28,15.41
171,29,10.12
171,30,9.5
171,31,11.97
171,32,12.26
171,33,12.81
171,34,7.97
171,35,9.17
171,36,9.76
171,37,7.46
171,38,12.98
171,39,9.49
171,40,11.84
172,1,8.81
172,2,11.13
172,3,9.42
172,4,8.29
172,5,9.31
172,6,11.36
172,7,11.08
172,8,14.34
172,9,12.12
172,10,17.47
172,11,7.16
172,12,11.86
172,13,10.03
172,14,15.3
172,15,11.94
172,16,10.46
172,17,10.39
172,18,9.33
172,19,11.89
172,20,9.37
172,21,9.82
172,22,11.95
172,23,11.82
172,24,12.45
172,25,10.91
172,26,8.61
172,27,14.6
172,28,11.12
172,29,9.59
172,30,9.62
172,31,12.38
172,32,12.21
172,33,13.93
172,34,15.69
172,35,12.06
172,36,15.7
172,37,13.5
172,38,7.41
172,39,8.7
172,40,12.65
173,1,10.1
173,2,15.93
173,3,17.41
173,4,14.59
173,5,14.92
173,6,7.21
173,7,11.07
173,8,6.2
173,9,7.17
173,10,13.91
173,11,6.34
173,12,11.92
173,13,12.51
173,14,12.81
173,15,11.55
173,16,15.07
173,17,13.96
173,18,13.64
173,19,12.11
173,20,11.35
173,21,11.44
173,22,17.94
173,23,11.7
173,24,9.24
173,25,12.77
173,26,7.81
173,27,15.12
173,28,15.58
173,29,14.8
173,30,8.88
173,31,7.22
173,32,9.85
173,33,11.58
173,34,13.04
173,35,9.31
173,36,13.29
173,37,11.53
173,38,18.16
173,39,13.85
173,40,14.56
174,1,11.31
174,2,11.05
174,3,10.78
174,4,10.6
174,5,15.25
174,6,14.12
174,7,12.74
174,8,11.66
174,9,10.78
174,10,14.53
174,11,16.32
174,12,13.67
174,13,8.46
174,14,18.38
174,15,7.11
174,16,12.31
174,17,9.55
174,18,12.08
174,19,8.92
174,20,12.18
174,21,15.22
174,22,7.31
174,23,11.1
174,24,10.9
174,25,9.88
174,26,11.37
174,27,7.71
174,28,10.23
174,29,11.55
174,30,11.31
174,31,11.06
174,32,7.28
174,33,6.57
174,34,15.7
174,35,8.81
174,36,14.25
174,37,7.83
174,38,6.44
174,39,8.52
174,40,18.66
175,1,11.55
175,2,7.0
175,3,11.75
175,4,12.57
175,5,13.19
175,6,13.03
175,7,13.81
175,8,14.81
175,9,13.95
175,10,18.12
175,11,13.7
175,12,14.62
175,13,12.82
175,14,7.67
175,15,13.19
175,16,7.42
175,17,12.23
175,18,16.94
175,19,14.28
175,20,15.92
175,21,8.44
175,22,12.26
175,23,10.64
175,24,13.5
175,25,9.57
175,26,9.53
175,27,11.96
175,28,8.99
175,29,9.0
175,30,13.12
175,31,9.07
175,32,7.01
175,33,15.33
175,34,10.0
175,35,12.67
175,36,20.0
175,37,5.07
175,38,11.92
175,39,14.19
175,40,12.22
176,1,14.31
176,2,16.93
176,3,11.03
176,4,10.39
176,5,11.44
176,6,11.65
176,7,15.96
176,8,7.97
176,9,12.74
176,10,11.4
176,11,7.31
176,12,12.87
176,13,10.98
176,14,13.38
176,15,15.19
176,16,8.51
176,17,12.87
176,18,11.43
176,19,16.33
176,20,15.71
176,21,11.21
176,22,16.58
176,23,7.8
176,24,12.1
176,25,9.55
176,26,12.65
176,27,11.11
176,28,14.86
176,29,13.03
176,30,14.44
176,31,11.96
176,32,13.99
176,33,12.39
176,34,6.28
176,35,10.88
176,36,8.05
176,37,8.8
176,38,10.62
176,39,13.29
176,40,15.37
177,1,13.16
177,2,13.38
177,3,16.55
177,4,11.82
177,5,8.6
177,6,11.9
177,7,8.74
177,8,8.89
177,9,9.42
177,10,17.39
177,11,10.37
177,12,12.93
177,13,8.61
177,14,13.61
177,15,9.39
177,16,9.96
177,17,15.83
177,18,13.41
177,19,17.23
177,20,9.84
177,21,12.84
177,22,13.33
177,23,15.87
177,24,11.06
177,25,19.53
177,26,10.87
177,27,14.88
177,28,18.02
177,29,12.13
177,30,10.84
177,31,9.88
177,32,10.59
177,33,15.38
177,34,7.91
177,35,9.5
177,36,3.76
177,37,14.12
177,38,12.58
177,39,13.39
177,40,11.53
178,1,11.75
178,2,13.92
178,3,12.08
178,4,12.15
178,5,18.54
178,6,13.62
178,7,10.67
178,8,10.04
178,9,9.89
178,10,11.89
178,11,9.65
178,12,10.66
178,13,13.19
178,14,16.92
178,15,11.54
178,16,13.99
178,17,10.95
178,18,11.71
178,19,11.9
178,20,11.27
178,21,9.85
178,22,4.9
178,23,15.15
178,24,9.85
178,25,16.09
178,26,10.44
178,27,8.26
178,28,14.94
178,29,9.88
178,30,9.74
178,31,10.79
178,32,11.81
178,33,9.08
178,34,18.26
178,35,6.94
178,36,10.08
178,37,14.38
178,38,11.38
178,39,11.93
178,40,9.45
179,1,7.65
179,2,13.37
179,3,12.85
179,4,6.06
179,5,8.21
179,6,13.1
179,7,13.2
179,8,11.49
179,9,12.46
179,10,5.83
179,11,9.47
179,12,12.48
179,13,9.76
179,14,8.84
179,15,16.63
179,16,14.43
179,17,15.47
179,18,10.76
179,19,8.76
179,20,14.29
179,21,14.15
179,22,12.43
179,23,8.22
179,24,10.61
179,25,15.19
179,26,12.93
179,27,11.29
179,28,9.2
179,29,14.53
179,30,13.82
179,31,15.74
179,32,9.02
179,33,14.39
179,34,13.2
179,35,10.0
179,36,9.02
179,37,9.7
179,38,5.03
179,39,8.77
179,40,12.66
180,1,11.58
180,2,14.67
180,3,13.93
180,4,10.77
180,5,11.13
180,6,12.89
180,7,13.55
180,8,9.94
180,9,16.86
180,10,12.19
180,11,11.48
180,12,12.99
180,13,13.93
180,14,14.59
180,15,7.63
180,16,11.43
180,17,8.51
180,18,10.55
180,19,12.04
180,20,10.82
180,21,15.5
180,22,14.33
180,23,9.72
180,24,11.15
180,25,10.3
180,26,13.03
180,27,6.84
180,28,12.51
180,29,16.65
180,30,7.54
180,31,6.06
180,32,8.85
180,33,13.86
180,34,11.37
180,35,13.17
180,36,12.04
180,37,10.12
180,38,14.45
180,39,12.31
180,40,10.13
181,1,14.27
181,2,7.16
181,3,15.98
181,4,15.29
181,5,14.62
181,6,16.2
181,7,6.05
181,8,13.81
181,9,10.88
181,10,10.26
181,11,16.86
181,12,12.98
181,13,12.72
181,14,12.44
181,15,17.61
181,16,17.81
181,17,13.18
181,18,11.43
181,19,9.25
181,20,10.41
181,21,10.55
181,22,10.2
181,23,20.0
181,24,12.85
181,25,13.79
181,26,15.73
181,27,10.66
181,28,10.06
181,29,13.97
181,30,8.02
181,31,14.96
181,32,16.71
181,33,9.94
181,34,16.33
181,35,13.03
181,36,15.07
181,37,13.16
181,38,9.64
181,39,6.31
181,40,9.21
182,1,12.33
182,2,10.49
182,3,14.29
182,4,10.19
182,5,9.59
182,6,10.83
182,7,12.02
182,8,8.92
182,9,13.94
182,10,7.79
182,11,10.63
182,12,12.67
182,13,14.22
182,14,12.26
182,15,11.9
182,16,7.25
182,17,14.93
182,18,9.65
182,19,11.42
182,20,11.18
182,21,7.21
182,22,12.54
182,23,11.84
182,24,13.11
182,25,11.35
182,26,10.88
182,27,16.32
182,28,17.45
182,29,16.87
182,30,6.37
182,31,13.92
182,32,20.0
182,33,13.96
182,34,13.22
182,35,13.98
182,36,11.66
182,37,14.16
182,38,12.65
182,39,8.43
182,40,12.16
183,1,13.25
183,2,13.78
183,3,9.99
183,4,10.85
183,5,12.45
183,6,17.13
183,7,7.88
183,8,15.29
183,9,5.85
183,10,12.97
183,11,6.71
183,12,14.7
183,13,9.78
183,14,9.01
183,15,13.19
183,16,12.3
183,17,10.43
183,18,16.53
183,19,7.82
183,20,9.34
183,21,11.06
183,22,14.96
183,23,9.69
183,24,14.67
183,25,9.87
183,26,15.61
183,27,16.08
183,28,11.69
183,29,7.83
183,30,11.73
183,31,20.0
183,32,12.03
183,33,11.32
183,34,10.49
183,35,11.35
183,36,6.87
183,37,11.64
183,38,10.78
183,39,14.4
183,40,13.39
184,1,12.32
184,2,12.08
184,3,12.41
184,4,11.77
184,5,12.43
184,6,15.89
184,7,11.89
184,8,11.14
184,9,8.24
184,10,14.35
184,11,12.62
184,12,7.68
184,13,16.69
184,14,9.09
184,15,11.86
184,16,15.75
184,17,6.5
184,18,9.48
184,19,16.84
184,20,11.86
184,21,12.15
184,22,13.17
184,23,6.69
184,24,10.78
184,25,10.92
184,26,14.26
184,27,10.75
184,28,6.1
184,29,13.02
184,30,10.48
184,31,11.94
184,32,11.52
184,33,9.74
184,34,8.54
184,35,7.45
184,36,7.21
184,37,6.9
184,38,9.46
184,39,8.26
184,40,11.3
185,1,12.0
185,2,8.26
185,3,8.9
185,4,10.83
185,5,9.61
185,6,14.48
185,7,9.21
185,8,9.3
185,9,16.97
185,10,10.36
185,11,14.99
185,12,7.52
185,13,10.38
185,14,8.9
185,15,7.3
185,16,18.57
185,17,15.05
185,18,13.16
185,19,11.73
185,20,11.71
185,21,15.1
185,22,10.48
185,23,17.06
185,24,12.52
185,25,14.1
185,26,12.66
185,27,7.83
185,28,7.51
185,29,15.38
185,30,16.87
185,31,13.77
185,32,10.39
185,33,16.61
185,34,15.79
185,35,15.63
185,36,10.16
185,37,11.76
185,38,14.73
185,39,8.5
185,40,11.17
186,1,12.43
186,2,15.93
186,3,6.61
186,4,13.82
186,5,13.72
186,6,11.35
186,7,12.78
186,8,12.52
186,9,13.1
186,10,9.48
186,11,11.07
186,12,9.28
186,13,15.5
186,14,11.4
186,15,11.34
186,16,12.32
186,17,11.47
186,18,10.06
186,19,8.88
186,20,13.97
186,21,12.35
186,22,17.02
186,23,9.27
186,24,13.05
186,25,10.54
186,26,7.64
186,27,11.28
186,28,8.32
186,29,11.85
186,30,11.51
186,31,13.93
186,32,6.96
186,33,13.1
186,34,12.05
186,35,14.13
186,36,7.68
186,37,10.45
186,38,12.56
186,39,8.73
186,40,12.2
187,1,14.44
187,2,9.03
187,3,13.41
187,4,11.21
187,5,12.05
187,6,9.2
187,7,6.91
187,8,11.53
187,9,8.02
187,10,11.78
187,11,11.89
187,12,11.91
187,13,12.0
187,14,9.52
187,15,10.96
187,16,12.48
187,17,10.09
187,18,17.91
187,19,11.78
187,20,11.02
187,21,7.27
187,22,8.4
187,23,10.7
187,24,10.27
187,25,10.93
187,26,6.5
187,27,11.75
187,28,16.05
187,29,12.28
187,30,14.49
187,31,13.55
187,32,8.95
187,33,15.68
187,34,9.03
187,35,15.97
187,36,6.13
187,37,17.43
187,38,13.16
187,39,7.4
187,40,13.63
188,1,11.59
188,2,11.23
188,3,16.18
188,4,10.91
188,5,12.36
188,6,10.47
188,7,15.36
188,8,9.58
188,9,12.96
188,10,10.84
188,11,11.55
188,12,7.3
188,13,10.08
188,14,11.88
188,15,7.31
188,16,14.07
188,17,15.51
188,18,9.92
188,19,12.67
188,20,14.53
188,21,13.15
188,22,7.28
188,23,7.51
188,24,6.75
188,25,13.11
188,26,10.0
188,27,7.78
188,28,8.96
188,29,13.72
188,30,12.77
188,31,12.25
188,32,13.07
188,33,7.17
188,34,20.0
188,35,9.2
188,36,10.9
188,37,16.31
188,38,12.91
188,39,11.07
188,40,15.69
189,1,13.5
189,2,14.23
189,3,12.98
189,4,14.12
189,5,15.61
189,6,10.8
189,7,13.17
189,8,14.06
189,9,8.34
189,10,8.62
189,11,15.39
189,12,14.31
189,13,12.14
189,14,13.77
189,15,13.32
189,16,10.64
189,17,10.53
189,18,14.34
189,19,16.1
189,20,14.06
189,21,12.67
189,22,13.27
189,23,12.72
189,24,10.34
189,25,7.23
189,26,12.43
189,27,13.29
189,28,12.66
189,29,10.11
189,30,7.34
189,31,11.24
189,32,13.92
189,33,15.87
189,34,12.44
189,35,9.73
189,36,7.17
189,37,5.8
189,38,17.32
189,39,15.93
189,40,15.17
190,1,12.77
190,2,9.11
190,3,11.66
190,4,9.71
190,5,8.07
190,6,16.19
190,7,11.37
190,8,13.39
190,9,10.78
190,10,9.83
190,11,4.92
190,12,14.63
190,13,14.11
190,14,9.26
190,15,10.86
190,16,11.66
190,17,11.96
190,18,12.42
190,19,13.64
190,20,10.13
190,21,11.32
190,22,13.12
190,23,11.96
190,24,18.45
190,25,15.61
190,26,9.99
190,27,5.39
190,28,16.28
190,29,14.17
190,30,12.62
190,31,16.87
190,32,13.23
190,33,13.97
190,34,13.55
190,35,13.12
190,36,11.57
190,37,19.27
190,38,6.09
190,39,9.31
190,40,7.28
191,1,10.2
191,2,13.21
191,3,13.51
191,4,11.32
191,5,17.95
191,6,11.42
191,7,16.8
191,8,10.55
191,9,10.56
191,10,17.96
191,11,10.71
191,12,11.64
191,13,14.56
191,14,13.3
191,15,14.41
191,16,7.67
191,17,10.93
191,18,13.91
191,19,9.1
191,20,6.92
191,21,10.52
191,22,14.84
191,23,11.01
191,24,10.1
191,25,11.55
191,26,10.11
191,27,13.51
191,28,11.09
191,29,14.6
191,30,11.23
191,31,11.69
191,32,13.0
191,33,9.34
191,34,10.67
191,35,7.25
191,36,15.39
191,37,18.53
191,38,12.53
191,39,7.75
191,40,8.01
192,1,12.77
192,2,11.72
192,3,12.43
192,4,8.39
192,5,17.86
192,6,11.33
192,7,9.37
192,8,15.59
192,9,11.48
192,10,14.73
192,11,10.87
192,12,9.98
192,13,8.83
192,14,15.08
192,15,19.07
192,16,11.72
192,17,12.45
192,18,7.05
192,19,12.04
192,20,15.69
192,21,12.13
192,22,11.94
192,23,13.87
192,24,9.12
192,25,9.18
192,26,14.47
192,27,15.82
192,28,8.9
192,29,12.73
192,30,12.4
192,31,11.76
192,32,14.45
192,33,14.62
192,34,10.86
192,35,10.16
192,36,10.51
192,37,12.17
192,38,16.04
192,39,9.2
192,40,9.71
193,1,18.63
193,2,12.55
193,3,9.28
193,4,11.07
193,5,8.82
193,6,11.62
193,7,17.52
193,8,7.8
193,9,16.06
193,10,13.23
193,11,8.37
193,12,7.7
193,13,12.17
193,14,11.47
193,15,14.47
193,16,13.85
193,17,11.86
193,18,12.65
193,19,12.66
193,20,13.01
193,21,9.3
193,22,9.17
193,23,6.91
193,24,10.51
193,25,16.32
193,26,13.15
193,27,13.74
193,28,11.64
193,29,13.78
193,30,13.06
193,31,13.19
193,32,14.17
193,33,9.82
193,34,6.84
193,35,6.12
193,36,14.82
193,37,13.98
193,38,9.39
193,39,9.51
193,40,11.57
194,1,13.74
194,2,10.96
194,3,9.32
194,4,13.46
194,5,17.03
194,6,15.36
194,7,13.26
194,8,13.62
194,9,15.39
194,10,16.42
194,11,9.28
194,12,11.68
194,13,11.44
194,14,13.4
194,15,7.0
194,16,8.36
194,17,11.52
194,18,11.59
194,19,10.52
194,20,8.75
194,21,13.45
194,22,11.43
194,23,14.36
194,24,14.04
194,25,13.04
194,26,10.52
194,27,10.38
194,28,19.48
194,29,8.84
194,30,10.64
194,31,13.66
194,32,14.32
194,33,10.7
194,34,14.25
194,35,15.01
194,36,13.07
194,37,11.54
194,38,10.42
194,39,9.11
194,40,9.83
195,1,16.31
195,2,16.91
195,3,12.69
195,4,17.47
195,5,11.87
195,6,12.54
195,7,13.15
195,8,11.56
195,9,15.31
195,10,10.65
195,11,11.8
195,12,4.05
195,13,12.77
195,14,10.96
195,15,17.84
195,16,11.3
195,17,12.29
195,18,9.0
195,19,8.31
195,20,10.19
195,21,14.62
195,22,9.78
195,23,8.74
195,24,8.17
195,25,12.86
195,26,8.49
195,27,12.72
195,28,19.33
195,29,14.18
195,30,9.89
195,31,12.9
195,32,12.11
195,33,11.78
195,34,12.15
195,35,12.99
195,36,18.17
195,37,7.93
195,38,6.77
195,39,9.14
195,40,14.42
196,1,13.23
196,2,8.59
196,3,11.96
196,4,5.48
196,5,8.08
196,6,12.4
196,7,10.93
196,8,10.02
196,9,9.03
196,10,15.98
196,11,14.01
196,12,8.88
196,13,13.46
196,14,13.5
196,15,19.11
196,16,13.18
196,17,8.27
196,18,9.82
196,19,9.23
196,20,11.32
196,21,20.0
196,22,8.41
196,23,13.47
196,24,14.71
196,25,9.23
196,26,13.47
196,27,8.4
196,28,13.57
196,29,15.03
196,30,15.18
196,31,8.85
196,32,11.02
196,33,12.75
196,34,13.19
196,35,14.78
196,36,13.37
196,37,11.06
196,38,8.7
196,39,14.71
196,40,11.9
197,1,11.04
197,2,11.85
197,3,14.09
197,4,14.04
197,5,9.41
197,6,11.93
197,7,13.7
197,8,7.97
197,9,15.93
197,10,7.11
197,11,11.25
197,12,13.59
197,13,12.94
197,14,14.17
197,15,7.19
197,16,13.07
197,17,20.0
197,18,11.62
197,19,10.75
197,20,14.52
197,21,13.24
197,22,15.33
197,23,15.64
197,24,10.51
197,25,11.1
197,26,15.48
197,27,8.5
197,28,13.85
197,29,16.54
197,30,15.21
197,31,10.92
197,32,7.16
197,33,11.4
197,34,12.26
197,35,13.01
197,36,15.42
197,37,7.84
197,38,10.82
197,39,14.11
197,40,9.53
198,1,14.03
198,2,12.3
198,3,12.21
198,4,8.78
198,5,6.99
198,6,11.71
198,7,12.62
198,8,17.58
198,9,7.42
198,10,13.01
198,11,10.72
198,12,12.71
198,13,13.83
198,14,11.92
198,15,12.88
198,16,13.23
198,17,11.47
198,18,16.16
198,19,14.36
198,20,12.68
198,21,13.7
198,22,8.79
198,23,9.39
198,24,12.86
198,25,7.96
198,26,12.27
198,27,9.23
198,28,6.19
198,29,16.49
198,30,20.0
198,31,11.43
198,32,11.15
198,33,11.3
198,34,14.74
198,35,8.95
198,36,7.92
198,37,6.24
198,38,12.03
198,39,13.43
198,40,12.81
199,1,12.16
199,2,15.58
199,3,9.45
199,4,8.55
199,5,13.8
199,6,13.21
199,7,12.37
199,8,10.65
199,9,11.15
199,10,11.06
199,11,11.58
199,12,11.68
199,13,10.42
199,14,8.56
199,15,13.46
199,16,10.93
199,17,14.5
199,18,8.62
199,19,8.02
199,20,14.41
199,21,12.11
199,22,6.21
199,23,7.35
199,24,13.94
199,25,12.22
199,26,14.27
199,27,10.24
199,28,13.72
199,29,13.1
199,30,12.51
199,31,11.59
199,32,11.02
199,33,12.17
199,34,11.01
199,35,10.0
199,36,8.04
199,37,16.42
199,38,7.03
199,39,7.9
199,40,11.56
200,1,9.48
200,2,12.57
200,3,10.04
200,4,12.9
200,5,16.62
200,6,12.99
200,7,11.66
200,8,9.89
200,9,17.44
200,10,16.9
200,11,7.2
200,12,12.73
200,13,17.31
200,14,8.59
200,15,6.25
200,16,13.44
200,17,10.16
200,18,7.45
200,19,12.29
200,20,12.49
200,21,12.22
200,22,9.08
200,23,12.29
200,24,13.45
200,25,11.51
200,26,10.9
200,27,8.09
200,28,14.26
200,29,8.63
200,30,8.62
200,31,12.59
200,32,14.89
200,33,14.96
200,34,10.98
200,35,16.81
200,36,12.08
200,37,16.07
200,38,10.06
200,39,16.41
200,40,11.75
